date,SHOCK_Index,VOL_Base_Index,MDI_Index,LEARN_Index,ESCAPE_Index,z_SHOCK_Index,z_VOL_Base_Index,z_MDI_Index,z_LEARN_Index,z_ESCAPE_Index
2023-09-10,0.8,3.0,17.6,12.6,18.6,-0.6487121939064653,-0.7466337889166207,-0.6165066253547444,-0.5591655406319457,-0.6152323656792459
2023-09-17,1.0,2.8,20.6,13.2,18.6,-0.6241949812664864,-0.7828006449365836,0.006737777326281477,-0.4547921521619694,-0.6152323656792459
2023-09-24,1.0,6.8,18.6,13.4,18.6,-0.6241949812664864,-0.05946352453732626,-0.4087584911277358,-0.4200010226719771,-0.6152323656792459
2023-10-01,1.0,8.2,18.6,13.6,18.8,-0.6241949812664864,0.19370446760241375,-0.4087584911277358,-0.38520989318198506,-0.5589100625119088
2023-10-08,1.0,8.0,20.8,15.6,18.2,-0.6241949812664864,0.157537611582451,0.04828740417168306,-0.03729859828206379,-0.7278769720139211
2023-10-15,1.0,7.8,21.0,15.6,18.4,-0.6241949812664864,0.1213707555624881,0.08983703101708464,-0.03729859828206379,-0.671554668846584
2023-10-22,1.2,8.6,23.0,19.4,19.4,-0.5996777686265077,0.26603817964233956,0.505333299471102,0.6237328620277864,-0.38994315300989757
2023-10-29,1.2,15.4,24.4,19.4,20.8,-0.5996777686265077,1.4957112843210771,0.7961806873889138,0.6237328620277864,0.004312969161464034
2023-11-05,1.2,7.4,24.0,16.4,19.2,-0.5996777686265077,0.049037043522562454,0.7130814336981106,0.10186591967790454,-0.4462654561772346
2023-11-12,1.0,4.4,22.8,13.4,17.0,-0.6241949812664864,-0.49346579677688057,0.46378367262570036,-0.4200010226719771,-1.0658107910179446
2023-11-19,1.0,4.8,20.6,12.8,16.8,-0.6241949812664864,-0.42113208473695496,0.006737777326281477,-0.5243744111419534,-1.1221330941852816
2023-11-26,1.0,4.0,20.8,13.6,18.0,-0.6241949812664864,-0.5657995088168064,0.04828740417168306,-0.38520989318198506,-0.7841992751812582
2023-12-03,1.4,5.8,20.0,14.0,16.4,-0.5751605559865288,-0.2402978046371406,-0.11791110320992401,-0.31562763420200074,-1.2347777005199567
2023-12-10,1.2,12.0,22.6,16.6,17.6,-0.5996777686265077,0.8808747319817084,0.4222340457802988,0.13665704916789717,-0.8968438815159323
2023-12-17,1.2,7.4,19.6,18.0,17.6,-0.5996777686265077,0.049037043522562454,-0.20101035690072716,0.38019495559784183,-0.8968438815159323
2023-12-24,1.0,6.8,21.6,18.4,17.4,-0.6241949812664864,-0.05946352453732626,0.21448591155329014,0.4497772145778258,-0.9531661846832704
2023-12-31,1.0,0.0,21.2,13.6,16.8,-0.6241949812664864,-1.2891366292160638,0.1313866578624862,-0.38520989318198506,-1.1221330941852816
2024-01-07,1.0,3.8,16.2,10.4,15.8,-0.6241949812664864,-0.6019663648367692,-0.907354013272557,-0.941867965021859,-1.4037446100219682
2024-01-14,1.0,2.6,14.0,10.6,16.8,-0.6241949812664864,-0.8189675009565466,-1.3643999085719758,-0.907076835531867,-1.1221330941852816
2024-01-21,1.0,5.6,16.6,11.8,16.0,-0.6241949812664864,-0.2764646606571035,-0.8242547595817531,-0.698330058591914,-1.347422306854631
2024-01-28,0.8,0.0,16.0,9.4,19.6,-0.6487121939064653,-1.2891366292160638,-0.9489036401179586,-1.1158236124718197,-0.33362084984255946
2024-02-04,0.6,0.0,10.8,4.2,15.0,-0.673229406546444,-1.2891366292160638,-2.0291939380984036,-2.020392979211615,-1.6290338226913175
2024-02-11,1.0,0.0,10.8,6.0,18.0,-0.6241949812664864,-1.2891366292160638,-2.0291939380984036,-1.707272813801686,-0.7841992751812582
2024-02-18,1.8,9.0,17.6,12.2,24.0,-0.5261261307065714,0.33837189168226534,-0.6165066253547444,-0.6287477996119301,0.9054698198388604
2024-02-25,2.2,0.0,18.8,14.8,24.8,-0.4770917054266138,-1.2891366292160638,-0.36720886428233424,-0.17646311624203212,1.1307590325082097
2024-03-03,2.4,10.4,21.0,16.0,21.2,-0.45257449278663503,0.5915398838220055,0.08983703101708464,0.032283660697920526,0.11695757549613821
2024-03-10,2.6,13.2,23.6,19.8,24.2,-0.4280572801466562,1.0978758681014855,0.6299821800073074,0.693315121007771,0.9617921230061974
2024-03-17,2.6,2.4,27.0,20.0,28.4,-0.4280572801466562,-0.8551343569765093,1.3363258363791366,0.7281062504977631,2.14456048952028
2024-03-24,2.8,5.8,21.6,15.8,24.4,-0.40354006750667754,-0.2402978046371406,0.21448591155329014,-0.0025074687920714793,1.0181144261735346
2024-03-31,2.8,8.8,22.0,15.0,21.8,-0.40354006750667754,0.3022050356623026,0.2975851652440933,-0.14167198675204012,0.2859244849981505
2024-04-07,2.8,10.6,21.4,16.8,23.4,-0.40354006750667754,0.6277067398419682,0.1729362847078878,0.17144817865788917,0.7365029103368481
2024-04-14,2.6,7.0,22.0,17.0,22.8,-0.4280572801466562,-0.023296668517363353,0.2975851652440933,0.20623930814788116,0.5675360008348369
2024-04-21,2.6,9.8,24.2,19.2,27.0,-0.4280572801466562,0.48303931576211695,0.7546310605435121,0.5889417325377945,1.7503043673489196
2024-04-28,2.2,8.2,19.6,17.4,26.0,-0.4770917054266138,0.19370446760241375,-0.20101035690072716,0.27582156712786515,1.4686928515122333
2024-05-05,2.8,6.6,25.2,22.2,27.4,-0.40354006750667754,-0.09563038055728916,0.9623791947705208,1.1108086748876764,1.8629489736835938
2024-05-12,3.4,6.8,21.6,17.2,25.4,-0.3299884295867412,-0.05946352453732626,0.21448591155329014,0.24103043763787318,1.299725942010221
2024-05-19,3.6,6.2,18.6,14.2,21.4,-0.3054712169467624,-0.1679640925972148,-0.4087584911277358,-0.28083650471200877,0.1732798786634753
2024-05-26,3.0,3.4,21.0,13.4,20.8,-0.37902285486669873,-0.674300076876695,0.08983703101708464,-0.4200010226719771,0.004312969161464034
2024-06-02,3.2,2.6,18.4,12.2,20.8,-0.35450564222671993,-0.8189675009565466,-0.45030811797313813,-0.6287477996119301,0.004312969161464034
2024-06-09,3.0,3.2,22.6,13.4,20.8,-0.37902285486669873,-0.7104669328966579,0.4222340457802988,-0.4200010226719771,0.004312969161464034
2024-06-16,2.8,3.4,19.0,11.0,17.6,-0.40354006750667754,-0.674300076876695,-0.32565923743693265,-0.8374945765518826,-0.8968438815159323
2024-06-23,3.0,0.0,16.8,10.2,19.4,-0.37902285486669873,-1.2891366292160638,-0.7827051327363516,-0.9766590945118513,-0.38994315300989757
2024-06-30,3.0,0.0,16.6,8.6,18.2,-0.37902285486669873,-1.2891366292160638,-0.8242547595817531,-1.2549881304317883,-0.7278769720139211
2024-07-07,3.0,0.0,19.2,8.8,18.4,-0.37902285486669873,-1.2891366292160638,-0.28410961059153106,-1.220197000941796,-0.671554668846584
2024-07-14,2.8,3.2,17.4,10.4,17.8,-0.40354006750667754,-0.7104669328966579,-0.6580562522001467,-0.941867965021859,-0.8405215783485952
2024-07-21,3.0,3.0,15.6,9.8,18.2,-0.37902285486669873,-0.7466337889166207,-1.0320028938087622,-1.0462413534918353,-0.7278769720139211
2024-07-28,2.8,2.6,19.8,8.8,20.0,-0.40354006750667754,-0.8189675009565466,-0.1594607300553256,-1.220197000941796,-0.2209762435078853
2024-08-04,3.0,0.0,19.6,9.2,19.0,-0.37902285486669873,-1.2891366292160638,-0.20101035690072716,-1.150614741961812,-0.5025877593445718
2024-08-11,3.4,0.0,18.0,10.0,19.2,-0.3299884295867412,-1.2891366292160638,-0.5334073716639413,-1.0114502240018433,-0.4462654561772346
2024-08-18,3.8,3.0,17.4,11.0,17.4,-0.28095400430678363,-0.7466337889166207,-0.6580562522001467,-0.8374945765518826,-0.9531661846832704
2024-08-25,3.6,0.0,17.6,10.6,20.2,-0.3054712169467624,-1.2891366292160638,-0.6165066253547444,-0.907076835531867,-0.16465394034054823
2024-09-01,3.2,0.0,12.6,10.2,17.4,-0.35450564222671993,-1.2891366292160638,-1.6552472964897882,-0.9766590945118513,-0.9531661846832704
2024-09-08,5.0,8.4,16.8,15.2,19.8,-0.13385072846691098,0.2298713236223768,-0.7827051327363516,-0.10688085726204812,-0.2772985466752224
2024-09-15,5.8,7.2,22.2,16.2,18.8,-0.0357818779069959,0.012870187502599549,0.3391347920894949,0.06707479018791253,-0.5589100625119088
2024-09-22,6.2,2.6,23.4,15.6,20.2,0.013252547372961691,-0.8189675009565466,0.5884325531619051,-0.03729859828206379,-0.16465394034054823
2024-09-29,6.2,10.0,22.0,16.6,19.6,0.013252547372961691,0.5192061717820797,0.2975851652440933,0.13665704916789717,-0.33362084984255946
2024-10-06,6.2,6.4,20.8,17.2,18.8,0.013252547372961691,-0.1317972365772519,0.04828740417168306,0.24103043763787318,-0.5589100625119088
2024-10-13,6.8,8.6,25.4,19.0,19.8,0.08680418529289798,0.26603817964233956,1.0039288216159223,0.5541506030478025,-0.2772985466752224
2024-10-20,7.0,11.6,28.2,24.2,19.8,0.11132139793287676,0.8085410199417826,1.5856235974515467,1.4587199697875977,-0.2772985466752224
2024-10-27,7.6,19.8,26.4,27.8,22.8,0.18487303585281303,2.2913821167602606,1.211676955842931,2.0849603006074564,0.5675360008348369
2024-11-03,7.6,13.0,29.0,24.8,21.2,0.18487303585281303,1.0617090120815227,1.751822104833154,1.5630933582575743,0.11695757549613821
2024-11-10,7.4,4.8,25.8,19.8,18.6,0.16035582321283437,-0.42113208473695496,1.0870280753067263,0.693315121007771,-0.6152323656792459
2024-11-17,7.4,8.6,25.4,15.8,17.6,0.16035582321283437,0.26603817964233956,1.0039288216159223,-0.0025074687920714793,-0.8968438815159323
2024-11-24,7.8,6.4,25.8,17.8,19.8,0.20939024849279184,-0.1317972365772519,1.0870280753067263,0.3454038261078498,-0.2772985466752224
2024-12-01,7.6,10.2,22.2,17.4,19.0,0.18487303585281303,0.5553730278020425,0.3391347920894949,0.27582156712786515,-0.5025877593445718
2024-12-08,8.6,3.4,26.0,20.6,19.4,0.3074590990527069,-0.674300076876695,1.128577702152128,0.8324796389677397,-0.38994315300989757
2024-12-15,8.0,13.4,21.0,22.4,19.0,0.23390746113277064,1.1340427241214486,0.08983703101708464,1.1455998043776683,-0.5025877593445718
2024-12-22,7.6,10.4,24.2,25.0,21.6,0.18487303585281303,0.5915398838220055,0.7546310605435121,1.5978844877475662,0.22960218183081338
2024-12-29,6.4,7.0,25.8,20.8,21.6,0.03776976001294049,-0.023296668517363353,1.0870280753067263,0.8672707684577318,0.22960218183081338
