,SHOCK_Index,VOL_Base_Index,MDI_Index,LEARN_Index,ESCAPE_Index,IIP_sa,INFL_sa,EXR
2024-10-06,7.6,5.6,17.6,6.8,17.8,99.69145245526175,0.05048635087210318,113.52138
2024-10-13,7.8,6.0,17.4,7.0,17.8,99.6660137442332,0.07446856328443552,114.8412
2024-10-20,8.4,6.8,19.4,8.8,18.2,99.64057503320464,0.07441314888159134,115.669925
2024-10-27,8.4,6.6,18.6,7.6,18.4,99.6151363221761,0.07435781688860388,116.34916000000001
2024-11-03,7.8,6.6,18.6,7.2,17.4,99.58969761114754,0.07430256712177563,116.51954
2024-11-10,9.0,7.0,19.0,8.4,20.0,99.84836462928565,0.10034632332627247,116.61966
2024-11-17,9.6,7.0,22.0,8.6,19.4,100.10703164742375,0.10024573042151097,118.641375
2024-11-24,6.2,4.4,15.2,6.4,14.4,100.36569866556187,0.10014533899493916,118.93166000000001
2024-12-01,9.4,6.4,21.6,8.4,18.6,100.62436568369998,0.10004514844188517,118.73547500000001
2024-12-08,11.6,7.0,21.0,8.4,18.8,100.64270861576098,0.13447056013815573,118.50262000000001
2024-12-15,8.4,6.0,15.2,8.2,16.4,100.66105154782197,0.13428997965034828,118.9897
2024-12-22,5.6,4.4,10.0,7.4,12.8,100.67939447988297,0.13410988351503228,120.08886
2024-12-29,5.4,5.8,12.2,8.0,16.4,100.69773741194396,0.13393026978625322,120.89515
2025-01-05,8.2,7.4,15.4,9.6,18.6,100.71608034400496,0.13375113652824844,121.513925
2025-01-12,9.0,9.0,17.8,10.2,19.4,100.80111166174972,-0.0034988055563234255,121.57950000000001
2025-01-19,10.2,10.2,16.2,10.8,20.2,100.88614297949448,-0.003498927977008126,121.97854
2025-01-26,12.0,9.4,19.8,12.0,28.0,100.97117429723923,-0.0034990504062637484,120.645775
2025-02-02,12.0,10.8,20.4,11.0,27.0,101.05620561498398,-0.0034991728440791903,120.7316
2025-02-09,11.8,10.2,19.6,11.8,21.4,101.02128276606207,0.028199870839440422,120.8461
2025-02-16,12.0,9.4,21.4,13.2,22.4,100.98635991714016,0.02819192075418364,120.33478
2025-02-23,12.6,11.2,21.8,13.2,22.2,100.95143706821824,0.028183975150231078,119.5112
2025-03-02,12.4,9.8,21.6,11.4,22.2,100.91651421929633,0.028176034023830177,119.6422
2025-03-09,12.0,9.0,20.8,11.4,21.4,100.90270520030838,0.03458854711766435,118.24359999999999
2025-03-16,11.8,9.4,20.2,11.6,21.2,100.88889618132042,0.03457658757837212,117.15180000000001
2025-03-23,12.4,9.2,20.0,11.8,20.6,100.87508716233246,0.0345646363066443,117.06004
