,SHOCK_Index,VOL_Base_Index,MDI_Index,LEARN_Index,ESCAPE_Index,IIP_sa,INFL_sa,EXR,l_SHOCK_Index,l_VOL_Base_Index,l_MDI_Index,l_LEARN_Index,l_ESCAPE_Index,l_INFL_sa,l_IIP_sa,l_EXR
2023-12-03,1.4,5.8,20.0,14.0,16.4,148.8016292128011,0.0594008411135327,24275.0,0.8754687373538999,1.916922612182061,3.044522437723423,2.70805020110221,2.856470206220483,0.0594008411135327,5.002614071349812,10.097202293159526
2023-12-10,1.2,12.0,22.6,16.6,17.6,152.46874736548173,0.0807295895221438,24245.0,0.7884573603642702,2.5649493574615367,3.1612467120315646,2.8678989020441064,2.9231615807191558,0.0807295895221438,5.02695963973704,10.095965689539453
2023-12-17,1.2,7.4,19.6,18.0,17.6,156.13586551816238,0.0806644694270941,24320.0,0.7884573603642702,2.128231705849268,3.0252910757955354,2.9444389791664403,2.9231615807191558,0.0806644694270941,5.050726561016355,10.099054336080103
2023-12-24,1.0,6.8,21.6,18.4,17.4,159.80298367084305,0.0805994543049193,24235.0,0.6931471805599453,2.0541237336955462,3.1179499062782403,2.9652730660692823,2.91235066461494,0.0805994543049193,5.07394170443974,10.095553148279476
2023-12-31,1.0,0.0,21.2,13.6,16.8,163.4701018235237,0.0805345439019999,24360.0,0.6931471805599453,0.0,3.100092288878234,2.681021528714291,2.8791984572980396,0.0805345439019999,5.096630110151059,10.100697721823833
2024-01-07,1.0,3.8,16.2,10.4,15.8,167.13721997620434,0.0804697379655605,24475.0,0.6931471805599453,1.5686159179138452,2.8449093838194073,2.4336133554004498,2.8213788864092133,0.0804697379655605,5.118815151529639,10.105407467398711
2024-01-14,1.0,2.6,14.0,10.6,16.8,164.39202329788267,0.1270736955468532,24545.0,0.6931471805599453,1.2809338454620642,2.70805020110221,2.451005098112319,2.8791984572980396,0.1270736955468532,5.102253961359071,10.108263446492153
2024-01-21,1.0,5.6,16.6,11.8,16.0,161.646826619561,0.126912423240566,24605.0,0.6931471805599453,1.8870696490323797,2.8678989020441064,2.5494451709255714,2.833213344056216,0.126912423240566,5.08541387279756,10.110704953300079
2024-01-28,0.8,0.0,16.0,9.4,19.6,158.90162994123932,0.1267515597645596,24400.0,0.5877866649021191,0.0,2.833213344056216,2.341805806147327,3.0252910757955354,0.1267515597645596,5.068285331144179,10.102338411281293
2024-02-04,0.6,0.0,10.8,4.2,15.0,156.15643326291766,0.1265911035662537,24400.0,0.4700036292457356,0.0,2.468099531471619,1.6486586255873816,2.772588722239781,0.1265911035662537,5.050858282130615,10.102338411281293
2024-02-11,1.0,0.0,10.8,6.0,18.0,157.33081991792932,-0.0685265969715742,24450.0,0.6931471805599453,0.0,2.468099531471619,1.9459101490553132,2.9444389791664403,-0.0685265969715742,5.0583507216919354,10.104385494903019
2024-02-18,1.8,9.0,17.6,12.2,24.0,158.50520657294095,-0.0685735881179483,24590.0,1.0296194171811581,2.302585092994046,2.9231615807191558,2.580216829592325,3.2188758248682006,-0.0685735881179483,5.065787441818454,10.110095135210239
2024-02-25,2.2,0.0,18.8,14.8,24.8,159.6795932279526,-0.0686206437555569,24640.0,1.1631508098056809,0.0,2.9856819377004897,2.760009940032921,3.250374491927572,-0.0686206437555569,5.073169265139772,10.112126417647456
2024-03-03,2.4,10.4,21.0,16.0,21.2,160.85397988296427,-0.0686677640172717,24680.0,1.2237754316221157,2.4336133554004498,3.091042453358316,2.833213344056216,3.100092288878234,-0.0686677640172717,5.08049699620122,10.113748478019325
2024-03-10,2.6,13.2,23.6,19.8,24.2,160.8113368176962,0.1194235344000427,24690.0,1.2809338454620642,2.653241964607215,3.202746442938317,3.0349529867072724,3.2268439945173775,0.1194235344000427,5.080231856857288,10.114153582339226
2024-03-17,2.6,2.4,27.0,20.0,28.4,160.7686937524281,0.1192810847128189,24785.0,1.2809338454620642,1.2237754316221157,3.332204510175204,3.044522437723423,3.380994674344636,0.1192810847128189,5.07996664719584,10.117993910454674
2024-03-24,2.8,5.8,21.6,15.8,24.4,160.7260506871601,0.1191389744517712,24790.0,1.33500106673234,1.916922612182061,3.1179499062782403,2.8213788864092133,3.2347491740244907,0.1191389744517712,5.079701367179568,10.118195625029236
2024-03-31,2.8,8.8,22.0,15.0,21.8,160.68340762189203,0.1189972024052243,24935.0,1.33500106673234,2.2823823856765264,3.1354942159291497,2.772588722239781,3.126760535960395,0.1189972024052243,5.079436016771135,10.124027717980223
2024-04-07,2.8,10.6,21.4,16.8,23.4,160.64076455662396,0.1188557673671431,24980.0,1.33500106673234,2.451005098112319,3.109060958860994,2.8791984572980396,3.1945831322991562,0.1188557673671431,5.079170595933173,10.125830783679568
2024-04-14,2.6,7.0,22.0,17.0,22.8,160.85954096250975,0.039268773461254,25400.0,1.2809338454620642,2.0794415416798357,3.1354942159291497,2.8903717578961645,3.169685580677429,0.039268773461254,5.080531567825885,10.142504453006628
2024-04-21,2.6,9.8,24.2,19.2,27.0,161.07831736839552,0.0392533591485833,25350.0,1.2809338454620642,2.379546134130174,3.2268439945173775,3.005682604407159,3.332204510175204,0.0392533591485833,5.081890689991244,10.14053400901933
2024-04-28,2.2,8.2,19.6,17.4,26.0,161.29709377428128,0.0392379569324363,25390.0,1.1631508098056809,2.2192034840549946,3.0252910757955354,2.91235066461494,3.295836866004329,0.0392379569324363,5.083247967450441,10.142110674698724
2024-05-05,2.8,6.6,25.2,22.2,27.4,161.51587018016707,0.0392225667985579,25440.0,1.33500106673234,2.028148247292285,3.265759410767051,3.1441522786722644,3.3463891451671604,0.0392225667985579,5.084603405204245,10.144078017454058
2024-05-12,3.4,6.8,21.6,17.2,25.4,162.12396950271952,0.0068985327922765,25431.0,1.4816045409242156,2.0541237336955462,3.1179499062782403,2.9014215940827497,3.2733640101522705,0.0068985327922765,5.088361286426551,10.143724181276514
2024-05-19,3.6,6.2,18.6,14.2,21.4,162.73206882527197,0.0068980569275511,25469.0,1.5260563034950492,1.9740810260220096,2.975529566236472,2.7212954278522306,3.109060958860994,0.0068980569275511,5.092105098830031,10.145217305326018
2024-05-26,3.0,3.4,21.0,13.4,20.8,163.3401681478244,0.0068975811284621,25450.0,1.3862943611198906,1.4816045409242156,3.091042453358316,2.667228206581955,3.0819099697950434,0.0068975811284621,5.095834947364058,10.144471021978669
2024-06-02,3.2,2.6,18.4,12.2,20.8,163.94826747037686,0.0068971053950317,25420.0,1.4350845252893227,1.2809338454620642,2.9652730660692823,2.580216829592325,3.0819099697950434,0.0068971053950317,5.099550935808026,10.143291544743445
2024-06-09,3.0,3.2,22.6,13.4,20.8,164.08199853098293,0.0700309641018082,25435.0,1.3862943611198906,1.4350845252893227,3.1612467120315646,2.667228206581955,3.0819099697950434,0.0700309641018082,5.100366293912905,10.143881457256866
2024-06-16,2.8,3.4,19.0,11.0,17.6,164.215729591589,0.0699819550639802,25450.0,1.33500106673234,1.4816045409242156,2.995732273553991,2.4849066497880004,2.9231615807191558,0.0699819550639802,5.101180987750523,10.144471021978669
2024-06-23,3.0,0.0,16.8,10.2,19.4,164.34946065219503,0.0699330145731647,25455.0,1.3862943611198906,0.0,2.8791984572980396,2.4159137783010487,3.0155349008501706,0.0699330145731647,5.1019950184023495,10.144667466336436
2024-06-30,3.0,0.0,16.6,8.6,18.2,164.4831917128011,0.06988414248561,25450.0,1.3862943611198906,0.0,2.8678989020441064,2.2617630984737906,2.954910279033736,0.06988414248561,5.102808386947212,10.144471021978669
2024-07-07,3.0,0.0,19.2,8.8,18.4,164.61692277340717,0.0698353386580308,25420.0,1.3862943611198906,0.0,3.005682604407159,2.2823823856765264,2.9652730660692823,0.0698353386580308,5.10362109446131,10.143291544743445
2024-07-14,2.8,3.2,17.4,10.4,17.8,164.39296444007385,0.0146086191304961,25310.0,1.33500106673234,1.4350845252893227,2.91235066461494,2.4336133554004498,2.9338568698359038,0.0146086191304961,5.102259686329652,10.13895485353917
2024-07-21,3.0,3.0,15.6,9.8,18.2,164.16900610674048,0.0146064853246752,25285.0,1.3862943611198906,1.3862943611198906,2.8094026953624978,2.379546134130174,2.954910279033736,0.0146064853246752,5.100896422238887,10.137966613514083
